SR,AuthorID,Affiliation,Country,PersonID
"SONAR H, 2023, BUS STRATEGY DEV",ORCID:0000-0002-6823-3279,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6823-3279
"SONAR H, 2023, BUS STRATEGY DEV",ORCID:0000-0002-4705-1038,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4705-1038
"SONAR H, 2023, BUS STRATEGY DEV",ORCID:0009-0001-1846-1062,NO AFFILIATION,NO COUNTRY,ORCID:0009-0001-1846-1062
"AL-TATE ADS, 2022, J ASIAN FINANC ECON",NAME:ALSTEDE_YAM_B_A_HUSSEIN,"UNIV BAGHDAD, COLL ADM & ECON, DEPT BUSINESS ADM, BAGHDAD, IRAQ.",IRAQ,NAME:ALSTEDE|YBAH
"SONG S, 2022, J PROD BRAND MANAG",ORCID:0000-0003-4424-4173,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4424-4173
"SONG S, 2022, J PROD BRAND MANAG",ORCID:0000-0003-3788-6135,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3788-6135
"SOULLIER G, 2021, DEV POLICY REV",ORCID:0000-0003-1988-7994,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1988-7994
"SOULLIER G, 2021, DEV POLICY REV",ORCID:0000-0003-2916-6496,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2916-6496
"SOUITARIS V, 2007, J BUS VENTURING",OA:A5042482166,NO AFFILIATION,NO COUNTRY,OA:A5042482166
"SOUITARIS V, 2007, J BUS VENTURING",OA:A5111427911,NO AFFILIATION,NO COUNTRY,OA:A5111427911
"SOUDER WE, 1997, J PROD INNOVAT MANAG",OA:A5109332154,NO AFFILIATION,NO COUNTRY,OA:A5109332154
"SARI D, 2023, COGENT BUS MANAG",ORCID:0000-0002-2984-3605,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2984-3605
"SOUCHON AL, 2016, INT MARKET REV",ORCID:0000-0002-5903-3611,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5903-3611
"SOUCHON AL, 2016, INT MARKET REV",ORCID:0000-0002-2701-7852,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2701-7852
"SOUCHON AL, 2016, INT MARKET REV",ORCID:0000-0001-9438-8314,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9438-8314
"SOUCHON AL, 2012, INT MARKET REV",OA:A5080077663,NO AFFILIATION,NO COUNTRY,OA:A5080077663
"SOUCHON AL, 2012, INT MARKET REV",OA:A5006289644,NO AFFILIATION,NO COUNTRY,OA:A5006289644
"SOTO-SIMEONE A, 2020, INT J MANAG REV",ORCID:0000-0003-1036-437X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1036-437X
"SOTO-SIMEONE A, 2020, INT J MANAG REV",ORCID:0000-0002-6674-4585,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6674-4585
"SOSNA M, 2010, LONG RANGE PLANN",OA:A5067136984,NO AFFILIATION,NO COUNTRY,OA:A5067136984
"SOSNA M, 2010, LONG RANGE PLANN",OA:A5091066817,NO AFFILIATION,NO COUNTRY,OA:A5091066817
"SOSNA M, 2010, LONG RANGE PLANN",ORCID:0000-0003-3425-8280,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3425-8280
"SOSIK JJ, 2009, GROUP ORGAN MANAGE",ORCID:0000-0002-1483-5362,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1483-5362
"SOSIK JJ, 2009, GROUP ORGAN MANAGE",ORCID:0000-0003-4555-3613,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4555-3613
"SORENSON O, 2003, J EVOL ECON",ORCID:0000-0002-0599-6738,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0599-6738
"SONG R, 2018, J ACAD MARKET SCI",ORCID:0000-0002-5007-2489,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5007-2489
"SONG R, 2018, J ACAD MARKET SCI",ORCID:0000-0002-4883-0498,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4883-0498
"SARI D, 2023, COGENT BUS MANAG",OA:A5027826050,NO AFFILIATION,NO COUNTRY,OA:A5027826050
"SONG H, 2017, INT J OPER PROD MAN",ORCID:0000-0001-6680-1271,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6680-1271
"SONG H, 2017, INT J OPER PROD MAN",OA:A5012436451,NO AFFILIATION,NO COUNTRY,OA:A5012436451
"SARI D, 2023, COGENT BUS MANAG",OA:A5036637733,NO AFFILIATION,NO COUNTRY,OA:A5036637733
"SONG H, 2017, INT J OPER PROD MAN",ORCID:0000-0002-5817-2695,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5817-2695
"SONG M, 2007, J ACAD MARKET SCI",OA:A5054002388,NO AFFILIATION,NO COUNTRY,OA:A5054002388
"SONG M, 2006, IND MARKET MANAG",OA:A5077359921,NO AFFILIATION,NO COUNTRY,OA:A5077359921
"ROBLEDO S, 2025, J RES MARK ENTREP",OA:A5116716064,NO AFFILIATION,NO COUNTRY,OA:A5116716064
"SONG L, 2017, INT ENTREP MANAG J",ORCID:0000-0003-0393-010X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0393-010X
"SONG JH, 2012, HUM RESOUR DEV Q",ORCID:0000-0003-2784-2358,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2784-2358
"SONG JH, 2012, HUM RESOUR DEV Q",OA:A5042673700,NO AFFILIATION,NO COUNTRY,OA:A5042673700
"SONG JH, 2012, HUM RESOUR DEV Q",ORCID:0000-0001-5655-9354,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5655-9354
"SONG JH, 2012, HUM RESOUR DEV Q",ORCID:0000-0002-0734-5533,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0734-5533
"ROBLEDO S, 2025, J RES MARK ENTREP",OA:A5116716065,NO AFFILIATION,NO COUNTRY,OA:A5116716065
"SMITH DA, 2008, J BUS RES",OA:A5081902109,NO AFFILIATION,NO COUNTRY,OA:A5081902109
"SMITH DA, 2008, J BUS RES",ORCID:0000-0002-7438-6319,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7438-6319
"SINKOVICS N, 2013, INT MARKET REV",ORCID:0000-0002-5143-6870,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5143-6870
"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",OA:A5058483411,NO AFFILIATION,NO COUNTRY,OA:A5058483411
"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",OA:A5103890197,NO AFFILIATION,NO COUNTRY,OA:A5103890197
"NUVRIASARI A, 2022, QUAL-ACCESS SUCCESS",OA:A5110283895,NO AFFILIATION,NO COUNTRY,OA:A5110283895
"KHASMAFKAN-NEZAM MH, 2025, VINE J INF KNOWL MAN",OA:A5093583488,NO AFFILIATION,NO COUNTRY,OA:A5093583488
"SIU WS, 2004, ENTREP REGION DEV",ORCID:0000-0003-1688-9281,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1688-9281
"SIU WS, 2004, ENTREP REGION DEV",OA:A5028440091,NO AFFILIATION,NO COUNTRY,OA:A5028440091
"SARMA M, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0003-0595-0358,"IPB UNIV, FAC ECON & MANAGEMENT, DEPT MANAGEMENT, BOGOR 16680, INDONESIA.;",INDONESIA,ORCID:0000-0003-0595-0358
"SARMA M, 2022, SUSTAINABILITY-BASEL",ORCID:0000-0003-3356-7866,"IPB UNIV, FAC ECON & MANAGEMENT, DEPT MANAGEMENT, BOGOR 16680, INDONESIA.;",INDONESIA,nan
"MY SIREGAR, 2024, ",OA:A5110740998,NO AFFILIATION,NO COUNTRY,OA:A5110740998
"MY SIREGAR, 2024, ",OA:A5109712144,NO AFFILIATION,NO COUNTRY,OA:A5109712144
"MY SIREGAR, 2024, ",ORCID:0000-0003-3887-9324,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3887-9324
"MY SIREGAR, 2024, ",ORCID:0000-0002-5553-1066,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5553-1066
"SARMA M, 2022, SUSTAINABILITY-BASEL",NAME:NANERE_MARTHIN,"LA TROBE UNIV, LA TROBE BUSINESS SCH, DEPT MANAGEMENT & MKT, MELBOURNE, VIC 3083, AUSTRALIA.",AUSTRALIA,"NAME:NANERE, MARTHIN"
"LOPES JM, 2021, J RES MARK ENTREP",ORCID:0000-0002-8546-3391,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8546-3391
"SINKULA JM, 1997, J ACAD MARKET SCI",OA:A5030920571,NO AFFILIATION,NO COUNTRY,OA:A5030920571
"SINKOVICS RR, 2018, J BUS IND MARK",OA:A5048694392,NO AFFILIATION,NO COUNTRY,OA:A5048694392
"SINKOVICS RR, 2012, MANAGE INT REV",ORCID:0000-0003-2921-1808,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2921-1808
"SINHA M, 2018, J BUS RES",ORCID:0000-0002-9690-4949,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9690-4949
"SJÖDIN D, 2020, J PROD INNOVAT MANAG",ORCID:0000-0001-8542-1848,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8542-1848
"SJÖDIN D, 2020, J PROD INNOVAT MANAG",ORCID:0000-0002-1628-2634,NO AFFILIATION,NO COUNTRY,nan
"SINHA KK, 2022, INT J ENTREP BEHAV R",ORCID:0000-0003-2246-5952,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2246-5952
"LOPES JM, 2021, J RES MARK ENTREP",OA:A5024427601,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5275-8700
"SINHA KK, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-7902-1386,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7902-1386
"SINHA KK, 2022, INT J ENTREP BEHAV R",ORCID:0000-0001-9475-1099,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9475-1099
"SINGLA A, 2018, PUBLIC ADMIN",ORCID:0000-0002-3334-0728,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3334-0728
"SINGLA A, 2018, PUBLIC ADMIN",ORCID:0000-0002-5565-8905,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5565-8905
"SINGLA A, 2018, PUBLIC ADMIN",ORCID:0000-0001-6850-1985,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6850-1985
"SINGH SK, 2020, TECHNOL FORECAST SOC",ORCID:0000-0001-7651-5009,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7651-5009
"SINGH SK, 2020, TECHNOL FORECAST SOC",ORCID:0000-0002-2389-4495,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2389-4495
"SINGH SK, 2020, TECHNOL FORECAST SOC",ORCID:0000-0003-1840-7477,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1840-7477
"SINGH SK, 2020, TECHNOL FORECAST SOC",ORCID:0000-0001-8999-3309,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8999-3309
"LOPES JM, 2021, J RES MARK ENTREP",ORCID:0000-0003-4014-8491,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4014-8491
"MAHROUS A, 2020, J ENTREP EMERG ECON",ORCID:0000-0003-4968-6499,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4968-6499
"MILES MP, 2016, J STRATEG MARK",ORCID:0000-0001-5039-1562,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5039-1562
"SINGH R, 2011, IND MARKET MANAG",ORCID:0000-0002-9997-6569,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9997-6569
"SINGH M, 2024, MANAG REV Q",ORCID:0000-0001-7517-2892,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7517-2892
"SINGH M, 2024, MANAG REV Q",OA:A5071646893,NO AFFILIATION,NO COUNTRY,OA:A5071646893
"SINGH A, 2015, SOC MARK Q",ORCID:0000-0001-5836-1202,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5836-1202
"YANG M, 2025, INT BUS REV",OA:A5117532843,NO AFFILIATION,NO COUNTRY,OA:A5117532843
"SINGH A, 2015, SOC MARK Q",OA:A5030174016,NO AFFILIATION,NO COUNTRY,OA:A5030174016
"SINGER S, 2015, GLOBAL ENTREPRENEURS",OA:A5070711370,NO AFFILIATION,NO COUNTRY,OA:A5070711370
"HALLBÄCK J, 2013, INT BUS REV",OA:A5048533181,NO AFFILIATION,NO COUNTRY,OA:A5048533181
"SIVO SA, 2006, J ASSOC INF SYST",ORCID:0000-0001-5243-0158,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5243-0158
"SKAATES MA, 2002, SCANDINAVIAN JOURNAL OF MANAGEMENT",OA:A5054866840,NO AFFILIATION,NO COUNTRY,OA:A5054866840
"TOLOSSA AT, 2024, BUS STRATEGY DEV",ORCID:0009-0007-7882-3188,NO AFFILIATION,NO COUNTRY,ORCID:0009-0007-7882-3188
"SKAATES MA, 2002, SCANDINAVIAN JOURNAL OF MANAGEMENT",OA:A5056022875,NO AFFILIATION,NO COUNTRY,OA:A5056022875
"SMITH BR, 2008, J ENTERPRISING CULT",ORCID:0000-0003-1615-2095,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1615-2095
"SMITH BR, 2008, J ENTERPRISING CULT",OA:A5105198491,NO AFFILIATION,NO COUNTRY,OA:A5105198491
"SMITH BR, 2008, J ENTERPRISING CULT",ORCID:0000-0001-7246-5200,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7246-5200
"SMITH BR, 2008, J ENTERPRISING CULT",ORCID:0000-0002-7878-0399,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7878-0399
"SMITH AN, 2019, ACAD MANAGE J",ORCID:0000-0002-8042-2857,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8042-2857
"SMITH AN, 2019, ACAD MANAGE J",ORCID:0000-0003-3156-4215,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3156-4215
"SMITH AN, 2019, ACAD MANAGE J",ORCID:0000-0003-0655-9828,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0655-9828
"SMITH AN, 2019, ACAD MANAGE J",OA:A5064069648,NO AFFILIATION,NO COUNTRY,OA:A5064069648
"SMITH AN, 2012, J INTERACT MARK",OA:A5010531410,NO AFFILIATION,NO COUNTRY,OA:A5010531410
"SMITH AMJ, 2017, CONT ISS ENTREP RES",ORCID:0000-0003-2882-9892,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2882-9892
"SMITH AMJ, 2017, CONT ISS ENTREP RES",ORCID:0000-0001-6988-3604,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6988-3604
"SMITH AMJ, 2017, CONT ISS ENTREP RES",ORCID:0000-0002-8226-4637,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8226-4637
"SMITH AMJ, 2017, CONT ISS ENTREP RES",ORCID:0000-0003-0309-2564,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0309-2564
"SMILOR RW, 1997, J BUS VENTURING",OA:A5086356982,NO AFFILIATION,NO COUNTRY,OA:A5086356982
"SMART DT, 1999, JOURNAL OF MARKETING EDUCATION",OA:A5034144007,NO AFFILIATION,NO COUNTRY,OA:A5034144007
"SMART DT, 1999, JOURNAL OF MARKETING EDUCATION",OA:A5090384057,NO AFFILIATION,NO COUNTRY,OA:A5090384057
"SMART DT, 1994, J APPL BUS RES",OA:A5110049834,NO AFFILIATION,NO COUNTRY,OA:A5110049834
"SMART DT, 1994, J APPL BUS RES",OA:A5044902936,NO AFFILIATION,NO COUNTRY,OA:A5044902936
"TOLOSSA AT, 2024, BUS STRATEGY DEV",ORCID:0000-0002-3988-4398,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3988-4398
"TOLOSSA AT, 2024, BUS STRATEGY DEV",ORCID:0000-0002-7100-1647,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7100-1647
"BUCCIERI D, 2022, J BUS RES",ORCID:0000-0003-0323-0680,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0323-0680
"SLOTTE-KOCK S, 2010, ENTREP THEORY PRACT",OA:A5072566891,NO AFFILIATION,NO COUNTRY,OA:A5072566891
"SLOTEGRAAF RJ, 2003, J MARKETING RES",ORCID:0000-0003-0410-2242,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0410-2242
"SLEUWAEGEN L, 2014, J BUS VENTURING",ORCID:0000-0002-7396-0606,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7396-0606
"SLEUWAEGEN L, 2014, J BUS VENTURING",OA:A5002080387,NO AFFILIATION,NO COUNTRY,OA:A5002080387
"AMJAD T, 2023, J RES MARK ENTREP",ORCID:0000-0001-5960-0770,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5960-0770
"LI LY, 2023, SUSTAINABILITY-BASEL",OA:A5057430769,NO AFFILIATION,NO COUNTRY,OA:A5057430769
"SKRINJAR R, 2008, BUS PROCESS MANAG J",OA:A5028571732,NO AFFILIATION,NO COUNTRY,OA:A5028571732
"SKRINJAR R, 2008, BUS PROCESS MANAG J",ORCID:0000-0002-0841-7754,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0841-7754
"SKRINJAR R, 2008, BUS PROCESS MANAG J",ORCID:0000-0002-2154-5750,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2154-5750
"SOUSA CMP, 2008, INT J MANAG REV",ORCID:0000-0001-6067-4849,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6067-4849
"SOUSA VEC, 2017, WESTERN J NURS RES",OA:A5111180258,NO AFFILIATION,NO COUNTRY,OA:A5111180258
"SOUSA VEC, 2017, WESTERN J NURS RES",OA:A5016109395,NO AFFILIATION,NO COUNTRY,OA:A5016109395
"SOUSA VEC, 2017, WESTERN J NURS RES",ORCID:0000-0002-9700-941X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9700-941X
"LI LY, 2023, SUSTAINABILITY-BASEL",ORCID:0000-0002-0557-3284,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-0557-3284
"SIMSEK Z, 2001, ORGAN RES METHODS",OA:A5104059495,NO AFFILIATION,NO COUNTRY,OA:A5104059495
"SAKI EG, 2023, INT J ENTREP INNOV",OA:A5092954208,NO AFFILIATION,NO COUNTRY,OA:A5092954208
"SPANAKI MZ, 2021, WORLDW HOSP TOUR THE",ORCID:0000-0001-9484-7517,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9484-7517
"SPANAKI MZ, 2021, WORLDW HOSP TOUR THE",ORCID:0000-0002-8838-017X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8838-017X
"SAKI EG, 2023, INT J ENTREP INNOV",ORCID:0000-0001-7435-3632,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-7435-3632
"STOKES D, 2002, J RES MARK ENTREP",OA:A5013890708,NO AFFILIATION,NO COUNTRY,OA:A5013890708
"STOCCHI L, 2017, J PROD BRAND MANAG",ORCID:0000-0002-3742-4638,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3742-4638
"STOCCHI L, 2017, J PROD BRAND MANAG",ORCID:0000-0002-1441-5384,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1441-5384
"SAKI EG, 2023, INT J ENTREP INNOV",OA:A5018866822,NO AFFILIATION,NO COUNTRY,OA:A5018866822
"STEWART WH, 2001, J APPL PSYCHOL",OA:A5086704677,NO AFFILIATION,NO COUNTRY,OA:A5086704677
"STEWART WH, 2001, J APPL PSYCHOL",OA:A5063674546,NO AFFILIATION,NO COUNTRY,OA:A5063674546
"STEWART WH, 1999, J BUS VENTURING",OA:A5049213388,NO AFFILIATION,NO COUNTRY,OA:A5049213388
"STEWART WH, 1999, J BUS VENTURING",OA:A5083090467,NO AFFILIATION,NO COUNTRY,OA:A5083090467
"STEWART WH, 1999, J BUS VENTURING",OA:A5056655111,NO AFFILIATION,NO COUNTRY,OA:A5056655111
"SAKI EG, 2023, INT J ENTREP INNOV",ORCID:0000-0002-8470-3568,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8470-3568
"STEWART GT, 2009, INT J PHYS DISTR LOG",OA:A5021527321,NO AFFILIATION,NO COUNTRY,OA:A5021527321
"STEWART GT, 2009, INT J PHYS DISTR LOG",ORCID:0000-0001-5447-8550,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5447-8550
"MARIN A, 2023, J MARKET EDUC",OA:A5014520874,NO AFFILIATION,NO COUNTRY,OA:A5014520874
"STONE M, 2020, BOTTOM LINE",ORCID:0000-0003-4687-0629,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4687-0629
"STONE M, 2020, BOTTOM LINE",ORCID:0000-0002-8780-919X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8780-919X
"MARIN A, 2023, J MARKET EDUC",ORCID:0000-0001-5783-8486,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5783-8486
"STONE M, 2020, BOTTOM LINE",ORCID:0000-0002-8548-9292,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-8548-9292
"STONE M, 2020, BOTTOM LINE",OA:A5051733597,NO AFFILIATION,NO COUNTRY,OA:A5051733597
"STONE M, 2020, BOTTOM LINE",ORCID:0000-0002-5481-5833,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-5481-5833
"STONE M, 2020, BOTTOM LINE",OA:A5034966948,NO AFFILIATION,NO COUNTRY,OA:A5034966948
"STONE M, 2020, BOTTOM LINE",OA:A5007109853,NO AFFILIATION,NO COUNTRY,OA:A5007109853
"STONE P, 2008, ANN TOURISM RES",ORCID:0000-0002-9632-1364,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-9632-1364
"HOMSI D, 2020, INNOV MARKET",OA:A5070225610,NO AFFILIATION,NO COUNTRY,OA:A5070225610
"SU JQ, 2023, TECHNOL FORECAST SOC",ORCID:0000-0001-6266-8928,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6266-8928
"SU JQ, 2023, TECHNOL FORECAST SOC",ORCID:0000-0001-5824-7741,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5824-7741
"SU JQ, 2023, TECHNOL FORECAST SOC",ORCID:0009-0001-4453-6638,NO AFFILIATION,NO COUNTRY,ORCID:0009-0001-4453-6638
"STYLES C, 2005, J INT MARKETING",OA:A5012274704,NO AFFILIATION,NO COUNTRY,OA:A5012274704
"STYLES C, 1994, INT MARKET REV",OA:A5085055769,NO AFFILIATION,NO COUNTRY,OA:A5085055769
"STUART TE, 1999, ADMIN SCI QUART",ORCID:0000-0002-3858-1360,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-3858-1360
"HOMSI D, 2020, INNOV MARKET",ORCID:0000-0001-9564-931X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-9564-931X
"STUART TE, 1999, ADMIN SCI QUART",OA:A5036055768,NO AFFILIATION,NO COUNTRY,OA:A5036055768
"STUART RW, 1990, J BUS VENTURING",OA:A5064154452,NO AFFILIATION,NO COUNTRY,OA:A5064154452
"STUART RW, 1990, J BUS VENTURING",OA:A5041754002,NO AFFILIATION,NO COUNTRY,OA:A5041754002
"STRUTTON D, 1994, JOURNAL OF THE ACADEMY OF MARKETING SCIENCE",OA:A5108611373,NO AFFILIATION,NO COUNTRY,OA:A5108611373
"STROE S, 2018, J BUS RES",ORCID:0000-0003-2898-1026,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2898-1026
"STROBL A, 2016, INT J CONTEMP HOSP M",OA:A5041135189,NO AFFILIATION,NO COUNTRY,OA:A5041135189
"HOMSI D, 2020, INNOV MARKET",ORCID:0000-0003-1521-4004,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-1521-4004
"STRINGFELLOW A, 2004, BUSINESS HORIZONS",OA:A5072004257,NO AFFILIATION,NO COUNTRY,OA:A5072004257
"STRINGFELLOW A, 2004, BUSINESS HORIZONS",OA:A5016539448,NO AFFILIATION,NO COUNTRY,OA:A5016539448
"STRINGFELLOW A, 2004, BUSINESS HORIZONS",ORCID:0009-0007-5918-5520,NO AFFILIATION,NO COUNTRY,ORCID:0009-0007-5918-5520
"SARFRAZ M, 2023, IND TEXTILA",ORCID:0000-0001-6165-732X,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-6165-732X
"STORY V, 2011, IND MARKET MANAG",ORCID:0000-0002-4562-7216,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-4562-7216
"SARFRAZ M, 2023, IND TEXTILA",ORCID:0000-0001-8741-9952,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-8741-9952
"SARFRAZ M, 2023, IND TEXTILA",OA:A5012762814,NO AFFILIATION,NO COUNTRY,OA:A5012762814
"SARFRAZ M, 2023, IND TEXTILA",OA:A5053687707,NO AFFILIATION,NO COUNTRY,OA:A5053687707
"HAMZAH MI, 2023, INT J ENTREP SMALL B",OA:A5111056719,NO AFFILIATION,NO COUNTRY,OA:A5111056719
"STEVENSON JR, 2014, EARTHQ SPECTRA",ORCID:0000-0002-2837-5045,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2837-5045
"STEVENSON JR, 2014, EARTHQ SPECTRA",ORCID:0000-0002-7146-3016,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-7146-3016
"SPRY A, 2011, EUR J MARKETING",ORCID:0000-0003-0922-4257,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0922-4257
"SPRY A, 2011, EUR J MARKETING",ORCID:0000-0003-0702-7436,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0702-7436
"HAMZAH MI, 2023, INT J ENTREP SMALL B",OA:A5113023242,NO AFFILIATION,NO COUNTRY,OA:A5113023242
"HAMZAH MI, 2023, INT J ENTREP SMALL B",ORCID:0000-0002-6401-8985,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6401-8985
"STAFFORD K, 1999, FAM BUS REV",ORCID:0000-0002-2184-3459,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-2184-3459
"STAFFORD K, 1999, FAM BUS REV",ORCID:0000-0001-5377-3427,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5377-3427
"MANISHIMWE T, 2022, J REVENUE PRICING MA",ORCID:0000-0002-6771-0918,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-6771-0918
"ST-PIERRE J, 2023, J SMALL BUS ENTERP D",ORCID:0000-0003-2900-5131,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2900-5131
"ST-PIERRE J, 2023, J SMALL BUS ENTERP D",ORCID:0000-0003-2647-5795,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-2647-5795
"MANISHIMWE T, 2022, J REVENUE PRICING MA",ORCID:0000-0002-5329-8715,"AMER UNIV NIGERIA, YOLA, NIGERIA.;",NIGERIA,ORCID:0000-0002-5329-8715
"MANISHIMWE T, 2022, J REVENUE PRICING MA",OA:A5059589884,NO AFFILIATION,NO COUNTRY,OA:A5059589884
"SRIVASTAVA M, 2021, IIM KOZHIKODE SOC MA",ORCID:0000-0003-4947-2351,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-4947-2351
"SRIVASTAVA M, 2021, IIM KOZHIKODE SOC MA",ORCID:0000-0002-1228-7614,NO AFFILIATION,NO COUNTRY,ORCID:0000-0002-1228-7614
"SRIRAM S, 2010, MARKET SCI",ORCID:0000-0003-3561-9420,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-3561-9420
